clause_id,doc_id,section,text,subject_gt,obligation_gt,condition_gt,threshold_gt,deadline_gt,exception_gt,human_reviewed
OBL-0084,basel3,Preamble,"For first-to-default credit derivatives, the
risk weights of the assets included in the basket must be aggregated up to a maximum of 1250% and
multiplied by the nominal amount of the protection provided by the credit derivative to obtain the risk-
weighted asset amount.",regulated entity,aggregate risk weights of assets in basket up to maximum of 1250% and multiply by nominal amount of protection provided by credit derivative to obtain risk-weighted asset amount,for first-to-default credit derivatives,maximum of 1250%,,,TRUE
OBL-0085,basel3,Preamble,"A defaulted
borrower is a borrower in respect of whom any of the following events have occurred:
• Any material credit obligation that is past due for more than 90 days.",borrower,classification as defaulted borrower,any material credit obligation that is past due,more than 90 days,,,TRUE
OBL-0086,basel3,Preamble,"• Any material credit obligation is on non-accrued status (eg the lending bank no longer recognises
accrued interest as income or, if recognised, makes an equivalent amount of provisions);",lending bank,"no longer recognises accrued interest as income or, if recognised, makes an equivalent amount of provisions",material credit obligation is on non-accrued status,material,,,TRUE
OBL-0087,basel3,Preamble,• Any credit obligation is sold at a material credit-related economic loss;,Any credit obligation,is sold,at a material credit-related economic loss,material credit-related economic loss,,,TRUE
OBL-0088,basel3,Preamble,"• A distressed restructuring of any credit obligation (ie a restructuring that may result in a
diminished financial obligation caused by the material forgiveness, or postponement, of principal,
interest or (where relevant) fees) is agreed by the bank;",the bank,agree to a distressed restructuring of any credit obligation,"restructuring that may result in a diminished financial obligation caused by the material forgiveness, or postponement, of principal, interest or fees",,,,TRUE
OBL-0089,basel3,Preamble,"For retail exposures, the definition of default can be applied at the level of a particular credit
obligation, rather than at the level of the borrower.",regulated entity,can apply the definition of default at the level of a particular credit obligation rather than at the level of the borrower,for retail exposures,,,,TRUE
OBL-0090,basel3,Preamble,"As such, default by a borrower on one obligation does
not require a bank to treat all other obligations to the banking group as defaulted.",bank,does not require treating all other obligations to the banking group as defaulted,default by a borrower on one obligation,,,,TRUE
OBL-0091,basel3,Preamble,"With the exception of residential real estate exposures treated under paragraph 93, the unsecured
or unguaranteed portion of a defaulted exposure shall be risk-weighted net of specific provisions and
partial write-offs as follows:
• 150% risk weight when specific provisions are less than 20% of the outstanding amount of the
loan;",regulated financial institutions,apply 150% risk weight to the unsecured or unguaranteed portion of defaulted exposures net of specific provisions and partial write-offs,when specific provisions are less than 20% of the outstanding amount of the loan,150% risk weight when specific provisions are less than 20%,,residential real estate exposures treated under paragraph 93,TRUE
OBL-0092,basel3,Preamble,"Defaulted residential real estate exposures where repayments do not materially depend on cash
flows generated by the property securing the loan shall be risk-weighted net of specific provisions and
partial write-offs at 100%.",Defaulted residential real estate exposures where repayments do not materially depend on cash flows generated by the property securing the loan,shall be risk-weighted net of specific provisions and partial write-offs at 100%,Defaulted residential real estate exposures where repayments do not materially depend on cash flows generated by the property securing the loan,100%,,,TRUE
OBL-0093,basel3,Preamble,An ECAI must satisfy each of the following eight criteria.,ECAI,must satisfy each of the following eight criteria,,eight criteria,,,TRUE
OBL-0094,basel3,Preamble,"• Objectivity: The methodology for assigning external ratings must be rigorous, systematic, and
subject to some form of validation based on historical experience.",The methodology for assigning external ratings,"must be rigorous, systematic, and subject to some form of validation based on historical experience",,,,,TRUE
OBL-0095,basel3,Preamble,"Moreover, external ratings
must be subject to ongoing review and responsive to changes in financial condition.",external ratings,must be subject to ongoing review and responsive to changes in financial condition,changes in financial condition,,,,TRUE
